order_id,customer_id,product,quantity,order_date,region,price,revenue,category
2157,2914,Webcam,2.0,2025-04-05,North,91.7,183.4,High
2158,4561,Webcam,4.0,2023-01-22,South,381.67,1526.68,High
2159,3466,Headphones,1.0,2025-04-18,East,156.28,156.28,High
2160,3737,Mouse,4.0,2024-06-19,North,141.0,564.0,High
2161,1849,Mouse,3.0,2025-09-07,West,123.76,371.28000000000003,High
2162,3109,SSD,1.0,2023-09-20,West,171.0,171.0,High
2163,4216,Laptop,1.0,2024-08-06,East,2885.52,2885.52,High
2164,3263,Phone,1.0,2025-10-09,South,2118.95,2118.95,High
2165,1002,Monitor,2.0,2024-01-18,East,960.32,1920.64,High
2166,1159,Monitor,1.0,2025-07-05,North,1220.5,1220.5,High
2167,4810,Laptop,4.0,2024-01-27,North,4093.85,16375.4,High
2168,1780,Headphones,2.0,2025-06-07,West,135.79,271.58,High
2169,4191,Monitor,1.0,2024-06-23,North,1748.91,1748.91,High
2170,1892,SSD,4.0,2024-07-19,West,168.71,674.84,High
2171,3030,Monitor,4.0,2025-06-02,North,893.58,3574.32,High
2172,4160,Webcam,5.0,2023-08-16,North,324.18,1620.9,High
2173,3376,Webcam,4.0,2024-04-17,North,371.8,1487.2,High
2174,1579,Keyboard,3.0,2024-01-07,East,240.09,720.27,High
2175,2933,Phone,1.0,2023-02-06,South,1185.9,1185.9,High
2176,2380,Headphones,1.0,2024-11-21,North,592.86,592.86,High
2177,4681,Mouse,1.0,2025-04-23,East,100.27,100.27,High
2178,2290,Phone,4.0,2025-11-26,West,1439.97,5759.88,High
2179,2640,Headphones,4.0,2023-04-11,East,532.62,2130.48,High
2180,1951,Monitor,1.0,2024-10-19,North,599.31,599.31,High
2181,4394,Keyboard,2.0,2023-03-31,North,189.02,378.04,High
2182,3682,Phone,2.0,2025-10-26,East,2441.56,4883.12,High
2183,1987,Monitor,3.0,2025-06-23,East,650.2,1950.6000000000001,High
2184,4612,Headphones,5.0,2023-04-05,West,370.42,1852.1000000000001,High
2185,4720,Phone,3.0,2024-09-23,East,1025.18,3075.54,High
2186,2218,Mouse,1.0,2023-05-03,North,181.3,181.3,High
2187,1920,Phone,1.0,2024-01-01,South,1799.17,1799.17,High
2188,3785,Monitor,1.0,2024-11-21,East,851.91,851.91,High
2189,2355,SSD,5.0,2023-11-21,South,288.17,1440.8500000000001,High
2190,1169,SSD,4.0,2024-02-11,West,382.48,1529.92,High
2191,1520,Phone,5.0,2025-09-22,South,2033.09,10165.449999999999,High
2192,2486,Mouse,3.0,2024-06-02,East,112.87,338.61,High
2193,1039,Keyboard,4.0,2025-06-14,North,97.32,389.28,High
2194,2560,Keyboard,4.0,2023-03-18,North,227.03,908.12,High
2195,4332,SSD,3.0,2023-08-22,East,203.26,609.78,High
2196,2418,Monitor,4.0,2025-04-09,East,1714.11,6856.44,High
2197,1954,Headphones,2.0,2024-08-08,North,297.8,595.6,High
2198,4297,Monitor,3.0,2024-04-28,North,1479.07,4437.21,High
2199,1983,Keyboard,3.0,2023-09-28,East,136.18,408.54,High
2200,4195,Laptop,2.0,2025-07-27,West,4007.22,8014.44,High
2201,1974,Laptop,5.0,2024-04-13,South,4667.56,23337.800000000003,High
2202,1037,Phone,5.0,2024-09-23,East,1992.39,9961.95,High
2203,3375,Mouse,5.0,2024-06-30,North,144.14,720.6999999999999,High
2204,2274,SSD,4.0,2024-12-19,East,490.83,1963.32,High
2205,4972,Webcam,2.0,2025-10-04,East,240.07,480.14,High
2206,2199,Webcam,3.0,2023-09-27,North,150.49,451.47,High
2207,2625,Webcam,3.0,2024-08-27,East,340.97,1022.9100000000001,High
2208,1913,Phone,3.0,2025-08-22,South,1902.42,5707.26,High
2209,1453,Laptop,4.0,2024-01-13,North,2941.46,11765.84,High
2210,1036,Keyboard,4.0,2023-06-26,East,118.97,475.88,High
2211,4387,Phone,5.0,2023-10-01,South,1649.88,8249.400000000001,High
2212,2711,Webcam,4.0,2024-09-28,East,146.34,585.36,High
2213,4020,Webcam,5.0,2023-01-27,North,361.04,1805.2,High
2214,1795,SSD,5.0,2024-07-29,East,504.86,2524.3,High
2215,1972,Monitor,3.0,2023-03-01,North,962.47,2887.41,High
2216,1592,Webcam,4.0,2024-12-31,North,95.81,383.24,High
2217,2137,Mouse,5.0,2024-10-22,East,38.82,194.1,High
2218,4111,Webcam,2.0,2023-09-27,South,175.08,350.16,High
2219,2324,Monitor,2.0,2023-09-02,West,721.26,1442.52,High
2220,3271,Webcam,4.0,2024-10-21,East,359.47,1437.88,High
2221,1317,Mouse,3.0,2023-03-26,South,101.53,304.59000000000003,High
2222,3396,Keyboard,3.0,2025-06-25,West,137.01,411.03,High
2223,3162,Phone,5.0,2024-06-19,South,1170.43,5852.150000000001,High
2224,3745,Mouse,4.0,2023-03-30,North,173.0,692.0,High
2225,2346,Monitor,2.0,2024-07-02,South,1688.7,3377.4,High
2227,4111,Phone,5.0,2025-06-13,East,1087.91,5439.55,High
2228,2889,Monitor,1.0,2024-05-21,East,1927.98,1927.98,High
2229,3087,SSD,4.0,2024-02-12,East,292.14,1168.56,High
2230,4930,Laptop,5.0,2024-06-07,East,4313.28,21566.399999999998,High
2231,2996,Webcam,2.0,2024-08-29,East,228.18,456.36,High
2232,2772,Mouse,1.0,2025-09-29,North,162.88,162.88,High
2233,2312,Monitor,2.0,2024-03-23,North,1222.41,2444.82,High
2234,2285,Keyboard,3.0,2024-06-26,South,281.39,844.17,High
2235,1215,Headphones,1.0,2025-08-06,West,500.21,500.21,High
2236,4218,Monitor,1.0,2023-12-16,East,890.43,890.43,High
2237,3383,Webcam,5.0,2025-05-01,East,217.72,1088.6,High
2238,4239,Webcam,3.0,2023-11-24,North,112.19,336.57,High
2239,3139,Phone,5.0,2025-11-24,North,2335.9,11679.5,High
2240,3400,Phone,4.0,2024-09-14,West,917.8,3671.2,High
2241,3618,Monitor,2.0,2024-05-02,North,527.36,1054.72,High
2242,4642,Headphones,2.0,2024-05-01,East,348.22,696.44,High
2243,3863,SSD,5.0,2023-05-25,North,421.41,2107.05,High
2245,3828,Headphones,2.0,2023-05-26,East,385.27,770.54,High
2246,1362,SSD,4.0,2025-10-17,East,553.0,2212.0,High
2247,3604,Headphones,3.0,2025-04-07,South,413.06,1239.18,High
2248,4416,Webcam,1.0,2024-09-18,East,225.84,225.84,High
2249,2716,Webcam,5.0,2024-06-17,South,126.22,631.1,High
2250,2193,Webcam,5.0,2024-09-21,West,134.06,670.3,High
2251,1355,Keyboard,4.0,2025-05-30,East,171.09,684.36,High
2252,1190,Webcam,4.0,2024-02-19,North,228.2,912.8,High
2253,4738,Mouse,1.0,2023-09-14,East,118.81,118.81,High
2254,3469,Phone,3.0,2023-03-28,East,1663.41,4990.2300000000005,High
2257,3180,Phone,5.0,2025-01-11,North,1160.76,5803.8,High
2258,4818,Laptop,2.0,2023-04-18,West,4556.99,9113.98,High
2259,1556,SSD,5.0,2025-11-08,West,237.48,1187.3999999999999,High
2260,1825,Headphones,3.0,2023-06-09,South,307.94,923.8199999999999,High
2261,3808,Phone,3.0,2023-04-10,North,1158.26,3474.7799999999997,High
2262,2054,Laptop,5.0,2023-09-22,South,3855.36,19276.8,High
2263,3582,SSD,2.0,2025-01-19,North,364.94,729.88,High
2264,1425,Keyboard,3.0,2025-12-08,South,143.58,430.74,High
2265,4465,Phone,4.0,2024-11-07,South,1607.73,6430.92,High
2266,3719,Laptop,5.0,2025-03-09,West,3263.72,16318.599999999999,High
2267,3410,Monitor,2.0,2025-12-18,North,1782.75,3565.5,High
2268,4508,Mouse,4.0,2023-07-02,East,51.13,204.52,High
2269,4741,Monitor,5.0,2024-10-20,East,1689.77,8448.85,High
2270,2574,Laptop,2.0,2024-08-30,East,3965.99,7931.98,High
2271,4998,Headphones,4.0,2024-10-04,East,274.16,1096.64,High
2272,3129,Webcam,3.0,2023-12-13,East,374.11,1122.33,High
2273,3403,Webcam,5.0,2025-03-22,West,136.62,683.1,High
2274,4329,Webcam,5.0,2025-03-11,East,179.29,896.4499999999999,High
2275,4789,SSD,3.0,2025-11-19,North,318.68,956.04,High
2276,1588,Headphones,1.0,2023-05-26,North,423.9,423.9,High
2277,3012,SSD,4.0,2024-05-17,West,575.89,2303.56,High
2278,2547,Phone,3.0,2025-03-09,East,1808.86,5426.58,High
2279,1294,Webcam,5.0,2025-08-25,West,354.02,1770.1,High
2280,2985,Monitor,4.0,2024-04-15,South,1857.46,7429.84,High
2281,2247,Headphones,4.0,2024-11-20,North,333.23,1332.92,High
2282,2548,Headphones,1.0,2023-01-01,South,336.22,336.22,High
2283,4117,Webcam,5.0,2023-04-20,South,160.0,800.0,High
2284,2690,Monitor,2.0,2025-06-12,East,1402.38,2804.76,High
2285,2136,Keyboard,1.0,2025-12-23,West,80.01,80.01,Low
2286,2256,Headphones,1.0,2025-01-25,East,417.16,417.16,High
2287,3064,Webcam,2.0,2023-02-22,North,365.73,731.46,High
2288,1359,Mouse,2.0,2023-09-19,East,159.33,318.66,High
2289,4294,Laptop,1.0,2025-06-04,East,3947.57,3947.57,High
2290,3913,SSD,4.0,2023-08-22,East,527.28,2109.12,High
2291,1699,Phone,3.0,2023-03-14,East,2040.69,6122.07,High
2292,1447,Headphones,3.0,2025-08-08,East,364.83,1094.49,High
2293,3903,Mouse,1.0,2024-04-28,South,118.58,118.58,High
2294,3412,Mouse,4.0,2025-10-26,East,48.19,192.76,High
2295,1674,Headphones,2.0,2025-05-26,East,317.21,634.42,High
2296,2007,Keyboard,1.0,2025-05-08,North,180.61,180.61,High
2297,2349,Laptop,5.0,2023-05-17,South,3409.75,17048.75,High
2298,3514,Phone,4.0,2025-02-17,South,2119.22,8476.88,High
2299,3461,Headphones,5.0,2024-09-19,North,180.48,902.4,High
2300,4526,SSD,5.0,2024-07-08,West,507.7,2538.5,High
2301,1585,Phone,1.0,2025-01-12,South,2060.83,2060.83,High
2302,2256,Monitor,4.0,2024-07-23,North,1851.23,7404.92,High
2303,2247,Mouse,5.0,2024-02-14,South,93.49,467.45,High
2304,1993,Mouse,4.0,2025-11-25,North,60.01,240.04,High
2305,4902,Headphones,3.0,2023-08-18,East,479.31,1437.93,High
2306,2435,Headphones,5.0,2023-09-19,East,394.22,1971.1000000000001,High
2307,1571,SSD,5.0,2025-06-10,North,470.62,2353.1,High
2308,3382,Monitor,4.0,2024-03-23,West,1995.11,7980.44,High
2309,2245,Keyboard,3.0,2023-07-05,North,98.63,295.89,High
2310,3084,Headphones,5.0,2023-12-18,East,305.53,1527.6499999999999,High
2311,1988,Mouse,1.0,2024-01-19,West,62.76,62.76,Low
2312,1277,Phone,4.0,2025-11-25,East,2263.06,9052.24,High
2313,2219,Laptop,4.0,2023-11-22,West,2050.94,8203.76,High
2314,3963,Webcam,5.0,2024-04-09,West,123.27,616.35,High
2315,2887,Phone,3.0,2024-04-10,West,1221.38,3664.1400000000003,High
2316,1483,Keyboard,5.0,2023-06-11,South,242.83,1214.15,High
2317,2265,Laptop,2.0,2024-07-09,East,3885.36,7770.72,High
2318,4395,Phone,5.0,2023-10-27,West,1460.64,7303.200000000001,High
2319,1730,Phone,2.0,2023-12-22,West,1069.79,2139.58,High
2320,3239,Monitor,1.0,2024-07-17,West,982.41,982.41,High
2321,2040,Webcam,4.0,2025-03-03,West,317.89,1271.56,High
2322,3571,SSD,4.0,2025-10-19,East,321.88,1287.52,High
2323,1917,Keyboard,3.0,2024-08-08,North,165.65,496.95000000000005,High
2324,3448,Mouse,5.0,2025-01-19,South,133.47,667.35,High
2326,1885,Laptop,2.0,2023-08-23,North,2750.32,5500.64,High
2327,3752,Webcam,3.0,2025-10-23,North,223.36,670.08,High
2328,1021,Mouse,1.0,2023-09-13,North,82.75,82.75,Low
2329,1473,Monitor,1.0,2024-01-06,North,1199.28,1199.28,High
2330,4191,Webcam,2.0,2023-10-05,West,302.87,605.74,High
2331,3257,SSD,2.0,2024-05-30,South,366.93,733.86,High
2332,3353,Keyboard,4.0,2025-06-22,North,258.63,1034.52,High
2333,4341,Headphones,5.0,2023-09-27,East,376.63,1883.15,High
2334,1703,SSD,3.0,2024-04-20,West,323.59,970.77,High
2335,1686,Headphones,5.0,2025-07-16,South,491.16,2455.8,High
2336,1284,Laptop,3.0,2023-03-05,North,3293.97,9881.91,High
2337,1715,Headphones,1.0,2024-04-04,North,357.78,357.78,High
2338,4747,Monitor,2.0,2025-11-05,South,1992.01,3984.02,High
2339,1762,Laptop,2.0,2024-07-17,North,4359.3,8718.6,High
2340,2250,Mouse,1.0,2025-11-08,East,175.37,175.37,High
2341,1947,SSD,1.0,2025-06-26,West,416.78,416.78,High
2342,3428,SSD,3.0,2023-04-03,East,306.7,920.0999999999999,High
2343,3507,Keyboard,1.0,2025-02-11,South,297.82,297.82,High
2345,1028,Mouse,5.0,2025-11-06,South,178.38,891.9,High
2346,1906,SSD,2.0,2025-04-19,South,560.09,1120.18,High
2347,4104,Laptop,2.0,2024-05-02,East,4452.66,8905.32,High
2348,4717,Phone,2.0,2025-10-30,West,993.94,1987.88,High
2349,3926,Phone,5.0,2025-01-18,North,2251.99,11259.949999999999,High
2350,3126,Laptop,5.0,2024-06-11,West,3991.33,19956.65,High
2351,4999,SSD,4.0,2024-07-07,West,456.37,1825.48,High
2352,3994,Webcam,3.0,2024-05-29,North,331.69,995.0699999999999,High
2353,3506,Headphones,3.0,2024-01-12,North,345.27,1035.81,High
2354,1569,Phone,4.0,2024-04-28,South,1254.17,5016.68,High
2355,3006,Webcam,2.0,2024-03-27,East,263.98,527.96,High
2356,4609,Webcam,3.0,2025-02-25,North,114.78,344.34000000000003,High
2357,4553,Keyboard,3.0,2025-11-29,North,218.7,656.0999999999999,High
2358,2453,Mouse,2.0,2023-10-29,West,112.1,224.2,High
2359,1737,Monitor,1.0,2025-12-21,North,1253.5,1253.5,High
2360,4356,Phone,1.0,2025-09-25,South,1115.9,1115.9,High
2361,1515,Laptop,4.0,2023-01-18,East,2123.85,8495.4,High
2362,3000,Headphones,5.0,2024-02-02,West,405.63,2028.15,High
2363,4170,Monitor,3.0,2025-10-03,South,1488.25,4464.75,High
2364,3444,Mouse,3.0,2024-08-16,North,114.71,344.13,High
2365,4560,Webcam,4.0,2023-07-08,East,325.03,1300.12,High
2366,1038,Mouse,4.0,2023-04-14,East,125.83,503.32,High
2367,4342,SSD,3.0,2023-02-02,West,531.69,1595.0700000000002,High
2368,1886,Phone,2.0,2025-01-18,North,1289.8,2579.6,High
2369,3844,Mouse,2.0,2024-01-09,East,71.33,142.66,High
2370,3204,Mouse,5.0,2025-11-01,South,74.39,371.95,High
2371,2098,Headphones,3.0,2025-01-10,West,115.26,345.78000000000003,High
2372,3931,SSD,3.0,2025-06-08,South,555.28,1665.84,High
2373,2823,SSD,3.0,2024-03-31,South,599.63,1798.8899999999999,High
2374,4201,Webcam,3.0,2023-09-06,North,341.29,1023.8700000000001,High
2375,2710,Headphones,4.0,2024-03-23,South,306.3,1225.2,High
2376,1973,Headphones,1.0,2025-10-14,South,276.97,276.97,High
2377,4155,Laptop,3.0,2025-09-06,North,4324.05,12972.150000000001,High
2378,4093,Mouse,1.0,2025-10-24,South,116.69,116.69,High
2379,4530,Mouse,2.0,2023-06-22,South,189.71,379.42,High
2380,2562,SSD,5.0,2024-01-06,West,275.81,1379.05,High
2382,3896,Keyboard,3.0,2025-01-18,East,299.71,899.1299999999999,High
2383,4453,Headphones,2.0,2025-02-25,East,589.09,1178.18,High
2384,3795,Monitor,4.0,2025-04-19,North,1827.79,7311.16,High
2385,4511,SSD,1.0,2024-02-04,North,332.08,332.08,High
2386,4675,Phone,3.0,2025-12-17,West,2223.94,6671.82,High
2387,1988,SSD,4.0,2024-07-01,North,277.53,1110.12,High
2388,1020,Webcam,1.0,2024-02-12,North,161.52,161.52,High
2389,3350,Monitor,4.0,2024-10-02,South,1319.66,5278.64,High
2390,1868,Webcam,2.0,2023-03-05,South,355.28,710.56,High
2391,1083,Laptop,3.0,2024-07-27,South,2292.42,6877.26,High
2392,4845,Laptop,2.0,2024-02-24,West,3695.92,7391.84,High
2393,2682,Webcam,5.0,2023-05-26,West,275.12,1375.6,High
2394,2976,Mouse,3.0,2023-01-17,West,128.57,385.71,High
2395,4524,Monitor,2.0,2023-04-08,South,827.75,1655.5,High
2396,2410,Mouse,3.0,2024-03-27,West,40.9,122.69999999999999,High
2397,2530,SSD,1.0,2025-09-01,East,552.75,552.75,High
2398,4328,Keyboard,3.0,2025-06-16,West,193.63,580.89,High
2399,1569,Laptop,3.0,2025-10-12,East,4303.71,12911.130000000001,High
2400,4963,Laptop,1.0,2024-04-23,North,3093.31,3093.31,High
2401,1933,Monitor,2.0,2023-07-20,West,563.75,1127.5,High
2403,4233,Keyboard,4.0,2024-05-22,West,68.34,273.36,High
2404,2980,Keyboard,3.0,2024-03-28,North,69.56,208.68,High
2405,4234,Keyboard,2.0,2023-09-27,West,103.61,207.22,High
2406,2855,Phone,1.0,2024-04-30,North,1877.08,1877.08,High
2407,4056,Keyboard,2.0,2024-07-31,South,254.44,508.88,High
2408,1792,Keyboard,5.0,2023-12-04,East,255.34,1276.7,High
2409,1791,Phone,3.0,2025-05-10,East,2394.19,7182.57,High
2410,4595,Mouse,3.0,2025-01-26,East,141.58,424.74,High
2411,2809,SSD,1.0,2025-01-26,South,158.94,158.94,High
2412,2294,Headphones,3.0,2024-08-06,North,288.7,866.0999999999999,High
2413,3539,Laptop,4.0,2025-12-08,South,2334.38,9337.52,High
2414,3255,Keyboard,4.0,2023-12-12,South,244.37,977.48,High
2415,4610,Laptop,2.0,2024-12-02,East,2359.07,4718.14,High
2416,2607,Monitor,1.0,2023-10-20,North,658.88,658.88,High
2417,2083,Laptop,5.0,2025-03-06,South,2084.63,10423.150000000001,High
2418,3477,Webcam,2.0,2025-10-18,West,385.76,771.52,High
2419,1984,Mouse,1.0,2023-03-18,North,163.57,163.57,High
2420,2680,SSD,1.0,2025-03-27,East,299.99,299.99,High
2421,4676,Phone,2.0,2025-06-14,North,1439.95,2879.9,High
2422,4380,Laptop,2.0,2024-10-12,North,2178.29,4356.58,High
2423,1519,Laptop,3.0,2024-06-30,East,2473.75,7421.25,High
2424,1590,Laptop,5.0,2024-01-29,South,2934.35,14671.75,High
2425,2050,Headphones,4.0,2023-11-21,East,293.93,1175.72,High
2426,2709,Headphones,3.0,2023-05-31,West,409.99,1229.97,High
2427,4633,Monitor,1.0,2025-05-28,West,1025.5,1025.5,High
2428,3035,Phone,5.0,2025-11-21,West,2422.82,12114.1,High
2429,3246,Laptop,5.0,2023-09-29,East,3028.38,15141.900000000001,High
2430,3434,Laptop,2.0,2025-04-15,South,4824.79,9649.58,High
2431,1348,Laptop,5.0,2024-01-03,South,4189.58,20947.9,High
2432,1959,Laptop,5.0,2024-08-12,East,4699.69,23498.449999999997,High
2433,2963,Headphones,1.0,2024-08-10,East,451.58,451.58,High
2434,1692,Mouse,3.0,2024-07-25,North,126.66,379.98,High
2435,2559,Mouse,5.0,2023-03-21,North,116.54,582.7,High
2436,4899,Monitor,2.0,2023-09-15,South,937.01,1874.02,High
2437,1377,Webcam,3.0,2023-10-06,North,175.42,526.26,High
2438,3946,Keyboard,2.0,2024-05-18,North,105.8,211.6,High
2439,3963,Phone,5.0,2024-07-11,East,1455.42,7277.1,High
2440,4629,Mouse,3.0,2024-05-05,North,51.59,154.77,High
2441,1526,Webcam,5.0,2024-07-19,East,204.03,1020.15,High
2443,3781,SSD,3.0,2023-11-22,North,541.63,1624.8899999999999,High
2444,3253,Laptop,2.0,2023-03-25,North,3928.49,7856.98,High
2445,3502,SSD,1.0,2025-04-20,North,265.56,265.56,High
2446,4344,Mouse,4.0,2023-11-16,East,70.86,283.44,High
2449,2875,Mouse,2.0,2024-02-11,South,196.0,392.0,High
2450,2763,Monitor,4.0,2025-11-15,South,663.78,2655.12,High
2451,1520,SSD,2.0,2024-11-14,East,375.23,750.46,High
2452,2701,Headphones,1.0,2023-08-21,North,441.12,441.12,High
2453,2016,Keyboard,2.0,2025-10-18,East,111.42,222.84,High
2454,4003,Monitor,3.0,2024-07-02,East,1953.67,5861.01,High
2455,4902,Webcam,4.0,2025-11-02,North,191.69,766.76,High
2456,3773,Mouse,2.0,2024-05-10,East,188.5,377.0,High
2457,2013,Headphones,4.0,2024-09-09,North,398.68,1594.72,High
2458,3548,Webcam,1.0,2025-04-27,South,81.31,81.31,Low
2459,1116,Monitor,3.0,2025-10-02,North,966.67,2900.0099999999998,High
2460,3433,Monitor,5.0,2024-01-19,North,532.32,2661.6000000000004,High
2461,2367,SSD,2.0,2025-10-13,South,321.66,643.32,High
2462,1583,Webcam,1.0,2024-10-03,East,378.41,378.41,High
2463,1394,Mouse,4.0,2023-11-12,West,162.43,649.72,High
2464,2087,Keyboard,4.0,2023-09-13,East,205.03,820.12,High
2465,4788,Headphones,1.0,2024-03-16,South,369.28,369.28,High
2467,1071,Laptop,5.0,2025-07-03,North,2634.62,13173.099999999999,High
2468,4860,Phone,2.0,2023-09-13,North,906.29,1812.58,High
2469,1273,Keyboard,3.0,2024-10-12,South,97.54,292.62,High
2470,3013,SSD,2.0,2023-02-16,East,308.18,616.36,High
2471,2343,Headphones,3.0,2025-06-21,South,360.0,1080.0,High
2472,1337,Webcam,4.0,2024-04-07,East,145.41,581.64,High
2473,2389,Monitor,3.0,2023-01-31,North,1961.49,5884.47,High
2474,4566,Webcam,5.0,2023-02-24,East,104.59,522.95,High
2475,1606,SSD,1.0,2023-06-02,East,192.66,192.66,High
2476,1165,Headphones,3.0,2024-03-31,West,441.3,1323.9,High
2477,2567,Webcam,2.0,2023-10-13,West,321.62,643.24,High
2478,3058,Webcam,3.0,2023-02-05,East,391.18,1173.54,High
2479,2324,Phone,4.0,2025-03-28,South,1701.76,6807.04,High
2480,1728,Mouse,3.0,2023-09-13,East,58.21,174.63,High
2481,3848,SSD,5.0,2023-06-27,North,572.07,2860.3500000000004,High
2482,3043,Phone,3.0,2024-05-22,West,2466.4,7399.200000000001,High
2483,1101,SSD,5.0,2023-01-21,West,565.58,2827.9,High
2484,4496,Laptop,2.0,2023-03-16,South,4614.97,9229.94,High
2485,2415,Laptop,4.0,2024-12-19,East,2232.72,8930.88,High
2486,1778,Phone,1.0,2024-04-04,South,2253.28,2253.28,High
2487,1213,Keyboard,2.0,2025-11-26,North,288.31,576.62,High
2488,4762,Keyboard,2.0,2024-09-21,East,188.08,376.16,High
2489,2111,Webcam,1.0,2023-01-01,South,327.23,327.23,High
2490,2576,Webcam,3.0,2025-07-24,West,291.49,874.47,High
2491,3448,Monitor,3.0,2023-11-07,South,932.09,2796.27,High
2492,3635,Laptop,3.0,2025-01-31,West,3762.56,11287.68,High
2493,3936,SSD,4.0,2024-11-13,East,550.22,2200.88,High
2494,4117,Monitor,2.0,2023-11-11,West,1244.58,2489.16,High
2495,2695,Laptop,5.0,2023-11-03,North,3770.44,18852.2,High
2496,4534,Phone,1.0,2024-09-10,South,1703.49,1703.49,High
2497,1591,Keyboard,2.0,2023-01-07,West,120.6,241.2,High
2498,2333,Webcam,3.0,2025-11-01,East,285.97,857.9100000000001,High
2499,2109,Keyboard,1.0,2024-05-28,South,177.37,177.37,High
2500,3139,Phone,5.0,2023-12-15,East,1195.33,5976.65,High
2501,4731,Monitor,2.0,2025-07-05,West,1843.07,3686.14,High
2502,3720,Monitor,2.0,2025-10-27,East,1925.07,3850.14,High
2503,1713,Headphones,4.0,2024-05-14,East,127.69,510.76,High
2504,1935,Webcam,2.0,2024-04-19,West,279.15,558.3,High
2505,2951,Webcam,2.0,2024-06-07,South,212.81,425.62,High
2506,1241,SSD,5.0,2025-12-16,West,386.68,1933.4,High
2507,3043,Webcam,5.0,2024-08-12,East,199.63,998.15,High
2508,4936,Laptop,1.0,2023-08-21,South,3423.08,3423.08,High
2509,1001,Monitor,3.0,2025-03-01,North,985.15,2955.45,High
2510,3272,Phone,5.0,2025-11-19,South,999.93,4999.65,High
2511,3848,Monitor,1.0,2024-01-02,East,953.05,953.05,High
2512,2768,Keyboard,2.0,2023-02-25,East,217.58,435.16,High
2513,2949,Laptop,1.0,2023-01-10,West,2151.14,2151.14,High
2514,3636,Webcam,1.0,2023-05-27,West,202.47,202.47,High
2515,3163,SSD,1.0,2023-12-30,North,169.03,169.03,High
2516,4737,SSD,1.0,2023-09-10,East,310.32,310.32,High
2517,1917,SSD,5.0,2025-07-28,East,189.43,947.1500000000001,High
2518,4174,Mouse,3.0,2025-01-05,North,87.74,263.21999999999997,High
2519,3241,Headphones,1.0,2023-12-06,East,519.04,519.04,High
2520,4237,Laptop,4.0,2024-09-15,South,3840.23,15360.92,High
2522,1089,Webcam,2.0,2023-11-19,North,241.22,482.44,High
2523,2709,Keyboard,2.0,2025-05-10,East,280.6,561.2,High
2524,3169,Keyboard,2.0,2023-04-05,East,185.29,370.58,High
2525,1142,Webcam,2.0,2024-07-06,East,113.37,226.74,High
2526,4041,Keyboard,1.0,2025-02-28,East,283.28,283.28,High
2527,1105,SSD,3.0,2024-07-06,North,209.88,629.64,High
2528,1886,Phone,4.0,2023-04-26,North,2498.59,9994.36,High
2529,1427,Headphones,5.0,2024-09-23,North,317.69,1588.45,High
2530,2328,Mouse,4.0,2023-09-27,South,42.49,169.96,High
2531,2895,Keyboard,5.0,2025-05-10,West,266.03,1330.1499999999999,High
2532,2994,Keyboard,5.0,2023-10-18,East,73.22,366.1,High
2533,1316,Monitor,4.0,2023-01-09,North,761.65,3046.6,High
2534,2986,Headphones,1.0,2024-09-21,North,308.67,308.67,High
2535,1634,Laptop,2.0,2025-05-13,East,4028.56,8057.12,High
2536,2925,Headphones,1.0,2024-04-19,East,160.57,160.57,High
2537,3056,Headphones,2.0,2024-06-20,East,411.31,822.62,High
2538,3821,Webcam,3.0,2024-11-15,North,329.72,989.1600000000001,High
2539,4144,Webcam,5.0,2025-10-31,East,119.52,597.6,High
2540,4430,Webcam,4.0,2024-09-04,South,287.22,1148.88,High
2541,3270,Mouse,3.0,2025-02-15,West,193.01,579.03,High
2542,2439,SSD,2.0,2024-08-17,North,585.33,1170.66,High
2543,1552,Headphones,1.0,2023-10-03,North,180.83,180.83,High
2544,4441,Mouse,4.0,2024-01-05,East,159.15,636.6,High
2545,1715,Keyboard,5.0,2023-12-11,North,261.66,1308.3000000000002,High
2546,2287,Webcam,3.0,2024-01-03,East,364.47,1093.41,High
2547,4911,Keyboard,5.0,2024-12-31,North,130.92,654.5999999999999,High
2548,2713,Webcam,2.0,2023-01-15,North,166.44,332.88,High
2549,2883,Phone,5.0,2025-01-27,West,881.36,4406.8,High
2550,4389,Mouse,1.0,2024-11-18,South,97.91,97.91,Low
2551,2107,Mouse,3.0,2023-01-04,North,51.07,153.21,High
2552,2341,SSD,3.0,2024-06-16,North,503.82,1511.46,High
2553,1110,Laptop,1.0,2025-09-12,West,2428.9,2428.9,High
2554,1250,Monitor,5.0,2025-04-13,East,1728.36,8641.8,High
2555,3430,Headphones,1.0,2023-12-29,West,153.81,153.81,High
2556,3054,Laptop,4.0,2023-04-27,West,3441.85,13767.4,High
2557,1458,Mouse,1.0,2023-05-08,East,95.39,95.39,Low
2558,2107,Laptop,5.0,2023-03-19,South,3804.63,19023.15,High
2559,1207,Phone,1.0,2025-01-10,West,1681.91,1681.91,High
2560,1899,Monitor,2.0,2025-02-12,South,1397.94,2795.88,High
2561,4461,SSD,1.0,2023-03-23,West,150.43,150.43,High
2562,4385,Mouse,1.0,2023-12-08,East,51.68,51.68,Low
2563,1021,Mouse,5.0,2025-03-29,East,117.91,589.55,High
2564,1409,Headphones,4.0,2024-07-31,South,214.83,859.32,High
2565,1894,SSD,4.0,2023-04-06,East,184.34,737.36,High
2566,1514,SSD,5.0,2024-07-30,East,247.97,1239.85,High
